year,sig
2014,0.41217377431440755
2015,0.7211334776222418
2016,0.3267893113797125
2017,0.3351453414214399
2018,0.39077141258895204
2019,0.3353579922789414
2020,0.5883411121761736
2021,0.5597384122332313
2022,0.43894566641178295
2023,0.27110765873153186
2024,0.34131324369547594
