year,sig
2014,0.591358097030829
2015,0.8075085357331445
2016,0.4650300037412393
2017,0.4817538303594618
2018,0.5589212737467747
2019,0.40960208561039146
2020,0.4170940275785517
2021,0.46123612525725194
2022,0.3416392939827971
2023,0.5718475172479132
2024,0.4463167299050984
