bs_price,F100901A
355276005213.0119,0.898761
239913212255.3506,0.906501
331696730513.90265,0.944643
226002607831.04675,0.87794
230741430535.7484,0.883871
19000805830.448944,0.81975
9112540624.97712,0.83126
9258924049.115082,0.831291
122423423741.50555,0.88508
384230095331.84607,0.937684
