bs_price,F100901A
80561080977.17566,1.326249
31519037036.92775,1.172066
7537648034.248806,1.275301
2607685604.4444065,1.16879
1661254160.359485,1.144269
242662006252.52844,1.973009
288721340629.9643,1.907205
125132790980.06448,1.507716
27542578744.8358,1.250788
127349214176.34732,1.318094
